speed,steering_angle,position,rotation,rotation_speed
-1.763747,0.0,"Vec3(-1.21223, 0.38042, -1.42901)","Vec3(0, -25.5419, 0)",-2.6
-1.7726400500000001,0.0,"Vec3(-1.20757, 0.38042, -1.43843)","Vec3(0, -26.3126, 0)",-2.6
-1.7817896000000002,0.0,"Vec3(-1.20262, 0.38042, -1.4481)","Vec3(0, -27.1056, 0)",-2.6
-1.7909560999999998,0.0,"Vec3(-1.1975, 0.38042, -1.45777)","Vec3(0, -27.9, 0)",-2.6
-1.8001021999999995,0.0,"Vec3(-1.19223, 0.38042, -1.4674)","Vec3(0, -28.6927, 0)",-2.6
-1.8099698000000002,0.0,"Vec3(-1.18636, 0.38042, -1.47776)","Vec3(0, -29.5479, 0)",-2.6
-1.8180885499999992,0.0,"Vec3(-1.1814, 0.38042, -1.48626)","Vec3(0, -30.2515, 0)",-2.6
-1.82723405,0.0,"Vec3(-1.17566, 0.38042, -1.4958)","Vec3(0, -31.0441, 0)",-2.6
-1.8428723000000007,0.0,"Vec3(-1.16957, 0.38042, -1.5056)","Vec3(0, -31.8573, 0)",-2.5706284828588264
-1.8580630499999988,0.0,"Vec3(-1.16348, 0.38042, -1.5151)","Vec3(0, -32.6383, 0)",-2.5421132903515784
-1.8726785500000003,0.0,"Vec3(-1.15746, 0.38042, -1.52425)","Vec3(0, -33.3814, 0)",-2.5146927250520608
-1.8878110499999994,0.0,"Vec3(-1.15105, 0.38042, -1.5337)","Vec3(0, -34.1425, 0)",-2.4863169455959206
-1.9027855499999995,0.0,"Vec3(-1.14453, 0.38042, -1.54305)","Vec3(0, -34.8871, 0)",-2.4582525473671355
-1.9180592999999995,0.0,"Vec3(-1.1377, 0.38042, -1.55258)","Vec3(0, -35.638, 0)",-2.429642558753423
-1.9330675499999987,0.0,"Vec3(-1.13082, 0.38042, -1.56192)","Vec3(0, -36.3673, 0)",-2.4015451729860393
